Title,Year,Director,Studio,Genre
Ramji Londonwale,2005,Sanjay Dayma,,"Comedy, Drama"
Revati,2005,Farogh Siddique,,Drama
Rog,2005,Himanshu Brahmbhatt,,"Drama, Thriller"
Saathi: The Companion,2005,Faaiz Anwar,,Romance
Salaam Namaste,2005,Siddharth Anand,,"Romance, Comedy, Drama "
Sarkar,2005,Ram Gopal Varma,,"Crime, Drama"
Sau Jhooth Ek Sach,2005,Bappaditya Roy,,Thriller
Sauda - The Deal,2005,Jay Prakash,,Drama
Sehar,2005,Kabeer Kaushik,,"Crime, Drama"
Shaadi No. 1,2005,David Dhawan,,"Comedy, Romance"
Shabd,2005,Leena Yadav,,Drama
Shabnam Mausi,2005,,,"Action, Biography, Drama"
Sheesha,2005,Ashu Trikha,,Thriller
Shikhar,2005,John Matthew Matthan,,Drama
Silsiilay,2005,Khalid Mohamed,,Romance
Sitam,2005,Partho Ghosh,,Drama
Socha Na Tha,2005,Imtiaz Ali,,"Romance, Comedy"
Ssukh,2005,Kirti Ahuja,,Comedy
Taj Mahal: An Eternal Love Story,2005,Akbar Khan,,"History, Epic, Romance"
Tango Charlie,2005,Mani Shankar,,"War, Drama"
Tezaab – The Acid of Love,2005,Shakeel Noorani,,Romance
The Film,2005,Junaid Memon,,Thriller
Time Pass,2005,Chander Mishra,,Romance
Topless,2005,Nabh Kumar Raju,,"Drama, Romance"
"U, Bomsi n Me",2005,Jairaj Padmanabhan,,Drama
Vaada,2005,Satish Kaushik,,Thriller
Vaah! Life Ho Toh Aisi!,2005,Mahesh Manjrekar,,"Fantasy, Comedy"
Viruddh... Family Comes First,2005,Mahesh Manjrekar,,Drama
Waqt: The Race Against Time,2005,Vipul Shah,,Drama
Water,2005,Deepa Mehta,,Drama
White Rainbow,2005,Dharan Mandrayar,,Drama
Yahaan,2005,Shoojit Sircar,,Romance
Yakeen,2005,Girish Dhamija,,Drama
Zameer: The Fire Within,2005,Kamal,,Drama
Zeher,2005,Mohit Suri,,"Drama, Thriller"

Kudiyon Ka Hai Zamana,2006,Amar Butala,,Comedy
Devaki,2006,Bappaditya Bandopadhyay,,Drama
Jawani Diwani: A Youthful Joyride,2006,Manish Sharma,,"Comedy,Drama,Romance"
Zinda,2006,Sanjay Gupta,White Feather Films,Thriller
Rang De Basanti,2006,Rakeysh Omprakash Mehra,"Venus Records & Tapes, Siddhi Vinayak Creations","Comedy, Crime, Drama"
Aksar,2006,Anant Mahadevan,"Venus Records & Tapes, Siddhi Vinayak Creations",Thriller
Mere Jeevan Saathi,2006,Suneel Darshan,,"Drama,Romance"
Aisa Kyon Hota Hai?,2006,Ajay Kanchan,,Drama
Dharti Kahe Pukar Ke,2006,Aslam Sheikh,,Drama
Holiday,2006,Pooja Bhatt,,Romance
Chingaari,2006,Kalpana Lajmi,,Drama
Fight Club: Members Only,2006,Vikram Chopra,Rising Star Entertainers,"Action,Thriller"
Rafta Rafta – The Speed,2006,Raj Sharma,,"Drama,Romance"
Humko Tumse Pyaar Hai,2006,Vikram Bhatt,Cineyug,"Drama, Romance"
Taxi No. 9211,2006,Milan Luthria,"UTV Motion Pictures , Entertainment One, Ramesh Sippy Entertainment","Comedy, Drama,Thriller"
Teesri Aankh: The Hidden Camera,2006,Harry Baweja,,"Action,Thriller"
Jigyaasa,2006,Faisal Saif,,Drama
Malamaal Weekly,2006,Priyadarshan,"Sahara One Motion Pictures , Percept Picture Company",Comedy
Umar,2006,Karan Razdan,,Drama
Being Cyrus,2006,Homi Adajania,"Times Infotainment Media , Miracle Cinefilms, Serendipity Films","Drama, Comedy"
Souten: The Other Woman,2006,,,Drama
Chand Ke Paar Chalo,2006,Mustafa Engineer,,Drama
Banaras,2006,Pankaj Parashar,,Drama
Saawan Kumar Tak,2006,,,"Drama,Romance"
Shaadi Se Pehle,2006,Satish Kaushik,Mukta Arts,"Comedy,Romance"
Humko Deewana Kar Gaye,2006,Raj Kanwar,"UTV Motion Pictures , T-Series Films , Inderjit Films Combine","Romance, Drama, Musical"
Pyare Mohan,2006,Indra Kumar,Maruti International,Comedy
Darna Zaroori Hai,2006,Ram Gopal Varma,,Horror
Gangster: A Love Story,2006,Anurag Basu,Vishesh Films,"Drama, Romance, Thriller, Musical"
36 China Town,2006,Abbas-Mustan,"Tips Industries, Mukta Arts","Thriller, Mystery, Comedy, Drama"
Chup Chup Ke,2006,Priyadarshan,UTV Motion Pictures,"Comedy, Romance"
Tathastu,2006,Anubhav Sinha,Sahara One Motion Pictures,"Drama, Family"
"Tom, Dick, and Harry",2006,Deepak Tijori,"Shree Ashtavinayak Cine Vision , Oracle Entertainment",Comedy
Aatma,2006,Deepak Ramsay,,Horror
Ankahee,2006,Vikram Bhatt,,"Drama,Romance,Crime"
Fanaa,2006,Kunal Kohli,Yash Raj Films,"Drama, Romance, Thriller, Musical"
Love Ke Chakkar Mein,2006,,,"Romance, Comedy"
Phir Hera Pheri,2006,Neeraj Vora,Base Industries Group,Comedy
Alag,2006,Ashu Trikha,,Drama
Krrish,2006,Rakesh Roshan,FilmKraft Productions,"Superhero, Action, Fantasy, Romance, Musical, Adventure"
Corporate,2006,,,"Drama, Thriller, Business"
Golmaal: Fun Unlimited,2006,Rohit Shetty,"Eros International , Shree Ashtavinayak Cine Vision , K Sera Sera Limited",Comedy
The Killer,2006,Hasnain Hyderabadwala,Vishesh Films,"Action,Thriller"
The Real Dream Girls,2006,Suresh Jain,,Thriller
Yun Hota Toh Kya Hota,2006,Nasseruddin Shah,,Drama
Omkara,2006,Vishal Bhardwaj,"Shemaroo Films , Big Screen Entertainer, Eros International","Action,Drama,Crime,Thriller"
Anthony Kaun Hai?,2006,,,"Comedy, Thriller"
Darwaaza Bandh Rakho,2006,J. D. Chakravarthy,RGV Film Company,"Comedy, Crime"
Shaadi Karke Phas Gaya Yaar,2006,K. S. Adiyaman,"Eros International , Karishma International","Drama, Romance"
Kabhi Alvida Naa Kehna,2006,Karan Johar,"Yash Raj Films , Dharma Productions","Drama, Romance, Musical, Comedy, Family "
Ahista Ahista,2006,Shivam Nair,,"Drama, Romance"
Aap Ki Khatir,2006,Dharmesh Darshan,Venus Records & Tapes,"Comedy, Romance "
Sandwich,2006,Anees Bazmee,"Sahara One Motion Pictures , InNetwork Entertainment, Rahul Productions",Comedy
Jaane Hoga Kya,2006,"Glen Barretto, Ankush Mohla",,"Suspense, Thriller, Sci-Fi"
Lage Raho Munna Bhai,2006,Rajkumar Hirani,"Eros International , Vinod Chopra Films","Comedy,Musical"
Dil Diya Hai,2006,Aaditya Datt,"Shree Ashtavinayak Cine Vision , Shiv Films Production, Practical Productions",Thriller
Naksha,2006,Sachin Bajaj,,"Thriller, Fantasy"
Bas Ek Pal,2006,Onir,,"Crime, Drama"
Pyaar Ke Side Effects,2006,Saket Chaudhary,"Eros International , Pritish Nandy Communications","Comedy, Romance"
Shiva,2006,Ram Gopal Varma,"Adlabs, RGV Film Company",Action
Dor,2006,Nagesh Kukunoor,Sahara One Motion Pictures,"Drama"
Khosla Ka Ghosla,2006,Dibakar Banerjee,"UTV Motion Pictures , Tandav Film Entertainment",Comedy
Rocky,2006,Suresh Krishna,,"Action, Romance"
Krishna,2006,Amar Khan,,Animation
Woh Lamhe...,2006,Mohit Suri,Vishesh Films,"Drama, Romance"
Bhoot Unkle,2006,Mukesh Saigal,,Comedy
Iqraar by Chance,2006,K. Ravi Shankar,,"Comedy, Romance"
Zindaggi Rocks,2006,Tanuja Chandra,B.A.G. Films,Drama
Utthaan,2006,Ujjhal Chatterjee,,"Drama, Romance,Thriller"
Don: The Chase Begins Again,2006,Farhan Akhtar,"UTV Motion Pictures , Excel Entertainment","Thriller, Action, Drama"
Jaan-E-Mann,2006,Shirish Kunder,Nadiadwala Grandson Entertainment,"Drama, Romance, Musical, Comedy"
Umrao Jaan,2006,J. P. Dutta,,"Drama, Romance,History"
Apna Sapna Money Money,2006,Sangeeth Sivan,Mukta Arts,Comedy
Deadline: Sirf 24 Ghante,2006,Tanveer Khan,,Thriller
Vivah,2006,Sooraj R. Barjatya,Rajshri Productions,"Romance, Drama"
Sarhad Paar,2006,Raman Kumar,,Drama
Dhoom 2,2006,Sanjay Gadhvi,Yash Raj Films,"Thriller, Action, Romance, Musical"
Baabul,2006,Ravi Chopra,B.R. Films,"Drama, Romance, Family "
Aryan,2006,Abhishek Kapoor,,"Action, Sport, Romance"
Kabul Express,2006,Kabir Khan,Yash Raj Films,"Drama, Thriller, War"
Bhagam Bhag,2006,Priyadarshan,"UTV Motion Pictures , Shree Ashtavinayak Cine Vision , Popcorn Entertainment","Comedy, Musical"
I See You,2006,Vivek Agrawal,,Drama
Adharm,2006,Adeep Singh,,"History,Drama"
Eight: The Power of Shani,2006,Karan Razdan,,Horror
Haseena,2006,Vicky Ranawat,,"Thriller, Comedy"
Jaadu Sa Chal Gaya,2006,Dev Bsu,,"Drama, Romance"
Jaana - Let's Fall In Love,2006,"Glen Barretto, Ankush Mohla",,"Comedy, Drama,Romance"
Prateeksha,2006,Lawrence D'Souza,,Action
Rehguzar - The Road to Destiny,2006,Faruq Masudi,,Drama
Sacred Evil – A True Story,2006,Abhigyan Jha,,"Horror, Thriller"
Salaam Bacche,2006,"Khalid Y. Batliwalla,Pratima Kulkarni",,"Drama,Family"
Unns...Means Love,2006,Bhupender Gupta,,"Musical, Romance"

Anwar,2007,Manish Jha,Dayal Creations,Drama
Guru,2007,Mani Ratnam,Madras Talkies,"Drama, Romance"
Risk,2007,Vishram Sawant,K Sera Sera Limited,"Action , Drama"
Salaam-e-Ishq: A Tribute to Love,2007,Nikhil Advani,"Eros International , Orion Pictures, MAD Entertainment",Romance
Traffic Signal,2007,Madhur Bhandarkar,"Percept Picture Company, Bhandarkar Entertainment",Drama
Black Friday,2007,Anurag Kashyap,"Adlabs , Mid Day Multimedia","Crime , Drama, History"
Eklavya: The Royal Guard,2007,Vidhu Vinod Chopra,"Eros International , Vinod Chopra Films",Drama
Honeymoon Travels Pvt. Ltd.,2007,Reema Kagti,Excel Entertainment,"Comedy , Drama , Romance"
Nehlle Pe Dehlla,2007,Ajay Chandhok,,"Action, Comedy, Crime, Thriller"
Nishabd,2007,Ram Gopal Varma,"Adlabs, RGV Film Factory",Drama
Water,2007,Deepa Mehta,"Fox Searchlight Pictures , B.R. Films , Mongrel Media , Telefilm Canada, Noble Nomad Pictures, Echo Lake Entertainment",Drama
1971,2007,Amrit Sagar,"Sagar Arts, Studio 18",War
Red: The Dark Side,2007,Vikram Bhatt,"T.A Shah Group of Companies, Horseshoe Pictues Pvt. Ltd",Thriller
Hattrick,2007,Milan Luthria,UTV Motion Pictures,Comedy
Just Married,2007,Meghna Gulzar,Pritish Nandy Communications,"Drama, Romance,Comedy"
My Bollywood Bride,2007,Rajeev Virani,"Hiskarma Productions, Dream Team Films",Romance
Namastey London,2007,Vipul Amrutlal Shah,"Adlabs Films , Blockbuster Movie Entertainers, Eros International","Romance, Comedy, Drama"
The Namesake,2007,Mira Nair,"Fox Searchlight Pictures , UTV Motion Pictures , Mirabai Films , Entertainment Farm",Drama
Delhii Heights,2007,Anand Kumar,"Sivaji Productions , Madhu Entertainment",Drama
Say Salaam India,2007,Subhash Kapoor,"Credence Motion Pictures, Speaking Tree Films","Drama, Sport"
Shakalaka Boom Boom,2007,Suneel Darshan,"Shree Krishna International, Shemaroo Entertainment","Drama,Musical,Romance"
Big Brother,2007,Guddu Dhanoa,"Vijayta Films , Bhagwan Chitra Mandir","Action , Drama , Romance , Crime"
Bheja Fry,2007,Sagar Ballary,"Handmade Films, Adlabs",Comedy
Life Mein Kabhie Kabhiee,2007,Vikram Bhatt,"Gangani Multimedia Corporations, Srishti Creations",Thriller
Aur Pappu Paas Ho Gaya,2007,S. Soni,Real Square Production,Comedy
Kya Love Story Hai,2007,Lovely Singh,"Studio 18 , Adlabs, VR Entertainers",Romance
Ta Ra Rum Pum,2007,Siddharth Anand,Yash Raj Films,"Romance , Drama "
Yatra,2007,Gautam Ghose,Shree Venkatesh Films,Drama
"Good Boy, Bad Boy",2007,Ashwini Chaudhary,Mukta Arts,Comedy
Life in a... Metro,2007,Anurag Basu,UTV Motion Pictures,Drama
Ek Chalis Ki Last Local,2007,Sanjay Khanduri,Quartet Films,"Comedy, Thriller"
Raqeeb,2007,Anurag Singh,Inderjit Films Combine,"Romance, Thriller"
Cheeni Kum,2007,R. Balki,"Eros International , MAD Entertainment","Romance , Comedy , Drama"
Shootout at Lokhandwala,2007,Apoorva Lakhia,"White Feather Films , Balaji Motion Pictures","Action, Crime, Drama"
Fool & Final,2007,Ahmed Khan,Base Industries Group,"Action , Comedy , Romance , Musical"
Dharm,2007,Bhavna Talwar,WSG Pictures,Drama
MP3: Mera Pehla Pehla Pyaar,2007,Robbie Grewal,Percept Picture Company,Romance
Red Swastik,2007,Vinod Pande,Rainspirit Films,Thriller
Swami,2007,Ganesh Acharya,Pushpa Krishna Creations,Drama
"Hasnain Hyderabadwala, Raksha Mistry",2007,"Hasnain Hyderabadwala, Raksha Mistry",Siddhi Vinayak Films,"Drama, Romance, Thriller"
Jhoom Barabar Jhoom,2007,Shaad Ali,Yash Raj Films,"Romance, Comedy"
Chain Kulii Ki Main Kulii,2007,Karanjeet Saluja,Saregama Films,"Fantasy,Sport,Comedy"
Aap Kaa Surroor,2007,Prashant Chadha,"Mehboob Studio, Adlabs","Drama, Thriller, Romance"
Apne,2007,Anil Sharma,"Prime Focus , Glamour Entertainment","Family, Drama, Sport"
Awarapan,2007,Mohit Suri,Vishesh Films,"Action, Drama"
Journey Bombay to Goa,2007,Raj Pendurkar,Eros International,Comedy
My Friend Ganesha,2007,Rajiv S Ruia,"Radiant Animation, Koffee Break Pictures","Fantasy, Animation"
Jahan Jaaeyega Hamen Paaeyega,2007,Janmendra Ahuja,L.R.B International,Comedy
Naqaab,2007,Abbas Mustan,Tips Industries,"Romance , Thriller"
Partner,2007,David Dhawan,"Eros International , K Sera Sera Limited , Sohail Khan Productions","Comedy , Romance"
Cash,2007,Anubhav Sinha,"Adlabs, Seven Entertainment Ltd, Sohail Maklai Entertainment Pvt Ltd","Thriller , Action"
"Gandhi, My Father",2007,Feroz Abbas Khan,"Eros International , Anil Kapoor Films Company","Drama, History"
Chak De! India,2007,Shimit Amin,Yash Raj Films,Sport
Kaafila,2007,Ammtoje Mann,Mannerism Films,"Action, Patriotic"
Buddha Mar Gaya,2007,Rahul Rawail,"Eros International, Rahul Theaters International",Comedy
Marigold,2007,Willard Carroll,Adlabs,"Romance, Musical"
Heyy Babyy,2007,Sajid Khan,"Eros International , Nadiadwala Grandson Entertainment","Comedy , Drama , Romance"
Aag,2007,Ram Gopal Varma,"Adlabs, RGV Film Factory","Action , Thriller"
Dhokha,2007,Pooja Bhatt,"Vishesh Films, Fish Eye Network","Action, Thriller"
Victoria No. 203,2007,Anant Mahadevan,T.A Shah Group of Companies,Comedy
Apna Asmaan,2007,Kaushik Roy,ImaginationWorks,"Drama, Sci-Fi"
Darling,2007,Ram Gopal Verma,"T-Series Films , Balaji Motion Pictures","Thriller, Horror, Romance, Mystery"
Dhamaal,2007,Indra Kumar,Maruti International,Comedy
Aggar,2007,Anant Mahadevan,Siddhi Vinayak Creations,"Drama , Thriller"
Nanhe Jaisalmer,2007,Samir Karnik,"Eros International, K Sera Sera Limited",Drama
Dhol,2007,Priyadarshan,"Percept Picture Company, Adlabs",Comedy
Manorama Six Feet Under,2007,Navdeep Singh,Shemaroo Entertainment,Thriller
Dil Dosti Etc,2007,Manish Tiwary,"Prakash Jha Productions , Adlabs","Comedy, Crime,Drama"
Johnny Gaddaar,2007,Sriram Raghavan,Adlabs,Thriller
Chhodon Naa Yaar,2007,Sriram Raghavan,Adilabs,Horror
Go,2007,Manish Shrivastava,RGV Films,"Romance, Drama"
50 Lakh,2007,Chandra Sekhar Yeleti,Just Yellow Media,Thriller
Bhool Bhulaiyaa,2007,Priyadarshan,"T-Series Films , Balaji Motion Pictures , Raksha Entertainment","Mystery , Thriller , Comedy"
Laaga Chunari Mein Daag,2007,Pradeep Sarkar,Yash Raj Films,Drama
Speed,2007,Vikram Bhatt,Baweja Studios,"Action, Thriller"
Bal Ganesh,2007,Pankaj Sharma,"Shemaroo Entertainment , Astute Media Vision/Pankaj Productions",Animation
Jab We Met,2007,Imtiaz Ali,"Shree Ashtavinayak Cine Vision , Indian Films","Romance, Comedy"
Mumbai Salsa,2007,Manoj Tyagi,"BVG Films, ASA Productions and Enterprises","Romance, Drama"
No Smoking,2007,Anurag Kashyap,"Eros International , Big Screen Entertainment , Vishal Bhardwaj Films","Drama, Thriller"
Om Shanti Om,2007,Farah Khan,"Eros International, Red Chillies Entertainment","Action , Romance , Comedy , Drama"
Saawariya,2007,Sanjay Leela Bhansali,"Columbia Pictures , Sanjay Leela Bhansali Films","Drama, Romance"
Goal,2007,Vivek Agnihotri,"UTV Motion Pictures , Bindass",Sport
Aaja Nachle,2007,Anil Mehta,Yash Raj Films,Musical
Gauri: The Unborn,2007,Akku Akbar,Shogun Films,Horror
Dus Kahaniyaan,2007,"Sanjay Gupta, Apoorva Lakhia,Meghna Gulzar, Rohit Roy, Hansal Mehta, Jasmeet Dhodhi","White Feather Films, Eros International",Drama
Khoya Khoya Chand,2007,Sudhir Mishra,"Adlabs , Prakash Jha Productions","Romance, Drama"
Strangers,2007,Aanand L. Rai,"Rise2Shine Productions, Indorama Films",Drama
Taare Zameen Par,2007,Aamir Khan,"UTV Motion Pictures , Aamir Khan Productions , PVR Pictures",Drama
Welcome,2007,Anees Bazmee,"Base Industries Group, UTV Motion Pictures , Indian Films",Comedy
Return of Hanuman,2007,Anurag Kashyap,"Percept Picture Company , Toonz Animation, Anurag Kashyap Films","Action, Adventure, Family, Animation"
Showbiz,2007,Raju Khan,Vishesh Films,"Musical, Drama"

Humne Jeena Seekh Liya,2008,Milind Ukey,Ukey Films,Comedy
Halla Bol,2008,Rajkumar Santoshi,"Indian Films , Pyramid Saimira , Sunrise Pictures","Crime, Drama"
My Name Is Anthony Gonsalves,2008,Eeshwar Nivas,"Sahara One Motion Pictures , E Niwas Productions","Crime, Drama"
Bombay to Bangkok,2008,Nagesh Kukunoor,Mukta Arts,"Comedy , Drama , Romance"
Tulsi,2008,K. Ajay Kumar,Sri Tirumala Tirupathi Venkateswara Films,Drama
Sunday,2008,Rohit Shetty,"Eros International , Big Screen Entertainment","Action , Comedy"
Rama Rama Kya Hai Dramaa?,2008,S. Chandrakaant,Oracle Entertainment,Comedy
Superstar,2008,Rohit Jugraj,Shree Ashtavinayak Cine Vision,Drama
Jodhaa Akbar,2008,Ashutosh Gowariker,"UTV Motion Pictures , Ashutosh Gowariker Productions","History , Romance"
Black & White,2008,Subhash Ghai,Mukta Searchlight Films,"Drama , History"
Race,2008,Abbas–Mustan,"UTV Motion Pictures , Tips Industries","Crime , Thriller"
One Two Three,2008,Ashwni Dhir,"Eros International , Big Screen Entertainment","Comedy , Drama"
Shaurya,2008,Samar Khan,,Drama
Bhram,2008,Pavan Kaul,,Thriller
Krazzy 4,2008,Jaideep Sen,"Eros International , FilmKraft Productions",Comedy
U Me Aur Hum,2008,Ajay Devgn,"Eros International , Devgan Films",Romance
Pehli Nazar Ka Pyaar,2008,Arshad Khan,,Romance
Sirf,2008,Rajaatesh Nayar,,"Drama , Romance"
Tashan,2008,Vijay Krishna Acharya,Yash Raj Films,"Action, Romance"
Mr. Black Mr. White,2008,Deepak Shivdasani,"Eros International, White House Productions, T.A. Shah Group of Companies",Comedy
Anamika,2008,Anant Mahadevan,,Thriller
Jimmy,2008,Raj N. Sippy,,"Drama , Action , Crime , Thriller , Romance"
Bhoothnath,2008,Vivek Sharma,"Eros International , Indian Films , B.R. Films","Comedy, Drama, Fantasy"
Jannat,2008,Kunal Deshmukh,"Percept Picture Company , Vishesh Films","Drama , Romance"
Dhoom Dadakka,2008,Shashi Ranjan,,Comedy
Don Muthu Swami,2008,Ashim Samanta,,Comedy
Ghatothkach,2008,Singeetam Srinivasa Rao,,Fantasy
Woodstock Villa,2008,Hansal Mehta,White Feather Films,Thriller
Aamir,2008,Rajkumar Gupta,UTV Spotboy,"Drama , Thriller"
Sarkar Raj,2008,Ram Gopal Verma,"Eros International , Adlabs, Balaji Motion Pictures , Raksha Entertainment, K Sera Sera Limited , Z Picture Company","Action, Crime, Drama, Thriller"
Mere Baap Pehle Aap,2008,Priyadarshan,Shemaroo Entertainment,Comedy
Summer 2007,2008,Suhail Tatari,,Drama
De Taali,2008,Eeshwar Nivas,"Sahara One Motion Pictures , Rising Star Entertainment","Comedy , Romance"
Haal-e-Dil,2008,Anil Devgan,"Eros International , Big Screen Entertainment","Drama, Romance"
Thoda Pyaar Thoda Magic,2008,Kunal Kohli,"Yash Raj Films , Kunal Kohli Productions","Drama , Romance , Fantasy"
Thodi Life Thoda Magic,2008,Vinayak Rajesh,,Drama
Via Darjeeling,2008,Arindam Nandy,,"Drama, Mystery, Thriller"
Jaane Tu... Ya Jaane Na,2008,Abbas Tyrewala,"UTV Motion Pictures, Aamir Khan Productions, PVR Pictures","Romance, Comedy, Drama"
Love Story 2050,2008,Harry Baweja,"Adlabs, Baweja Studios","Drama, Musical, Romance"
Mehbooba,2008,Afzal Khan,"Adlabs, Shabbo Arts",Romance
Kismat Konnection,2008,Aziz Mirza,"UTV Motion Pictures , Tips Industries","Comedy , Drama , Romance"
Contract,2008,Ram Gopal Varma,"PVR Pictures , Ace Movie Company","Action, Crime, Drama, Mystery,Thriller"
Mission Istaanbul,2008,Apoorva Lakhia,"Balaji Motion Pictures , Popcorn Motion Pictures",Adventure
Money Hai Toh Honey Hai,2008,Ganesh Acharya,"Eros International , Big Screen Entertainment","Comedy, Drama, Romance"
Ugly Aur Pagli,2008,Sachin Khot,Pritish Nandy Communications,Comedy
Good Luck!,2008,Aditya Datt,"YT Entertainment, Om Film Company","Comedy, Drama"
Singh Is Kinng,2008,Anees Bazmee,"Indian Films , Big Pictures , Hari Om Entertainment , Blockbuster Movie Entertainers","Action, Comedy, Crime, Romance"
Bachna Ae Haseeno,2008,Siddharth Anand,Yash Raj Films,"Romance , Comedy , Drama"
God Tussi Great Ho,2008,Rumi Jaffery,"Eros International , Big Pictures , Shabbo Arts","Comedy, Romance"
Phoonk,2008,Ram Gopal Varma,"One More Thought Entertainment, Ace Movie Company",Horror
Mumbai Meri Jaan,2008,Nishikanth Kamat,UTV Motion Pictures,Drama
Maan Gaye Mughal-e-Azam,2008,Sanjay Chhel,"Moserbaer Entertainment, Venus Records & Tapes",Comedy
Rock On!!,2008,Abhishek Kapoor,"Big Pictures , Excel Entertainment","Drama , Romance , Musical"
C Kkompany,2008,Sachin Yardi,Balaji Motion Pictures,Comedy
Chamku,2008,Kabeer Kaushik,Vijayta Films,"Musical, Romance, Thriller"
Mukhbiir,2008,Mani Shankar,"Pyramid Saimira , Colorchips New Media",Thriller
A Wednesday!,2008,Neeraj Pandey,"UTV Motion Pictures, Friday Filmworks, Anjum Rizvi Film Co.","Drama , Thriller"
Tahaan,2008,Santosh Sivan,"IDream Productions, Santosh Sivan Films","Adventure, Drama"
Hijack,2008,Kunal Shivdasani,Eros International,"Action,Thriller"
1920,2008,Vikram Bhatt,"Big Pictures , ASA Productions and Enterprises","Horror , Mystery , Romance , Thriller"
The Last Lear,2008,Rituparno Ghosh,Planman Motion Pictures,"Biography, Drama"
Welcome to Sajjanpur,2008,Shyam Benegal,"UTV Spotboy , Bindass","Comedy , Drama"
Saas Bahu Aur Sensex,2008,Shona Urvashi,"Warner Bros. Pictures , PLA Entertainment",Comedy
Hari Puttar: A Comedy of Terrors,2008,Lucky Kohli & Rajesh Bajaj,"Warner Bros. Pictures , Mirchi Movies",Comedy
Kidnap,2008,Sanjay Gadhvi,"Shree Ashtavinayak Cine Vision, Indian Films","Crime , Thriller"
Drona,2008,Goldie Behl,"Eros International , Rose Movies","Superhero, Action, Adventure, Fantasy"
Hello,2008,Atul Agnihotri,"Percept Picture Company , Columbia Pictures , Mirah Entertainment, Funky Buddha Media, Reel Life Production","Drama , Romance"
Karzzzz,2008,Satish Kaushik,"Big Pictures , T-Series Films","Action , Romance , Drama"
Heroes,2008,Samir Karnik,"Eros International , Mega Bollywood, Future Picture Company",Drama
Roadside Romeo,2008,Jugal Hansraj,"Yash Raj Films , Walt Disney Pictures","Animation, Family, Romance"
Golmaal Returns,2008,Rohit Shetty,"Shree Ashtavinayak Cine Vision , Indian Films",Comedy
Fashion,2008,Madhur Bhandarkar,"UTV Motion Pictures , Bhandarkar Entertainment","Drama, Romance"
EMI - Liya Hai Toh Chukana Parega,2008,Saurabh Kabra,"Sahara One Motion Pictures, Balaji Motion Pictures, Popcorn Motion Pictures","Comedy"
Ek Vivaah... Aisa Bhi,2008,Kaushik Ghatak,Rajshri Productions,Drama
Dasvidaniya,2008,Shashant Shah,"One More Thought Entertainment, YT Entertainment, Lemontea Productions, Sikhya Entertainment","Comedy, Drama, Musical, Romance"
Dostana,2008,Tarun Mansukhani,"Yash Raj Films , Dharma Productions",Comedy
Deshdrohi,2008,Jagdish A. Sharma,"OK International, PJ Productions","Action, Thriller"
Yuvvraaj,2008,Subhash Ghai,"Eros International , Mukta Arts","Musical , Drama , Romance , Family"
Gumnaam – The Mystery,2008,Neeraj Pathak,"Atlantic Films, Subhir S Mukherjee Productions","Thriller , Mystery"
Oye Lucky! Lucky Oye!,2008,Dibakar Banerjee,UTV Motion Pictures,"Comedy, Drama"
Sorry Bhai!,2008,Onir,"Pooja Entertainment , Mumbai Mantra Media, Anticlock Films",Romance
Maharathi,2008,Shivam Nair,Shree Ashtavinayak Cine Vision,Thriller
Dil Kabaddi,2008,Anil Sharma (Senior),"Indian Films , Studio 18 , Parmahans Creations","Comedy, Romance"
Meerabai Not Out,2008,Chandrakant Kulkarni,"Columbia Pictures , Pritish Nandy Communications, DQ Entertainment",Drama
"Oh, My God",2008,Saurabh Shrivastava,,Comedy
Rab Ne Bana Di Jodi,2008,Aditya Chopra,Yash Raj Films,"Comedy , Drama , Romance"
Wafaa,2008,Rakesh Sawant,True Life Production,"Romance , Drama , Romance"
Ghajini,2008,A. R. Murugadoss,"Indian Films , Big Pictures , Geetha Arts","Action , Drama , Mystery , Romance , Thriller"
Jumbo,2008,Kompin Kemgumnird,"The Weinstein Company , The Jim Henson Company Discoveries , Percept Picture Company , Kantana Animation Studios",Animation

Mumbai Chakachak,2009,Sanjay Jha,,Drama
Horn 'Ok' Pleassss,2009,Rakesh Sarang,,"Romance, Comedy"
Chandni Chowk to China,2009,Nikkhil Advani,"Warner Bros. Pictures , Ramesh Sippy Entertainment, People Tree Films","Action , Comedy"
Aasma: The Sky Is the Limit,2009,Rohit Nayyar,,Drama
Raaz: The Mystery Continues,2009,Mohit Suri,Vishesh Films,Horror
Luck by Chance,2009,Zoya Akhtar,"BIG Pictures , Excel Entertainment",Drama
Victory,2009,Ajit Pal Mangat,,Sport
Dev.D,2009,Anurag Kashyap,"UTV Spotboy, Bindass",Romance
Chal Chala Chal,2009,T. K. Rajeev Kumar,,Comedy
Mere Khwabon Mein Jo Aaye,2009,Madhureeta Anand,,"Drama, Fantasy, Musical"
