Title,Year,Director,Studio,Genre
Farrey,2023,Soumendra Padhi,"Salman Khan Films , Reel Life Production, Mythri Movie Makers, Athena ENM","Crime, Drama, Thriller"
Starfish,2023,Akhilesh Jaiswal,"T-Series Films, Almighty Motion Picture","Drama, Romance, Thriller"
Do Ajnabee,2023,Sanjeev Kumar Rajput,"Blockbuster Films, PK Entertainment",Mystery
Animal,2023,Sandeep Reddy Vanga,"T-Series Films, Bhadrakali Pictures Productions, Cine1 Studios","Action, Crime, Drama"
Sam Bahadur,2023,Meghna Gulzar,RSVP Movies,"Biography, Drama, War"
The Archies,2023,Zoya Akhtar,"Archie Comics , Graphic India, Tiger Baby Films , Netflix","Comedy, Drama, Musical"
Joram,2023,Devashish Makhija,"Zee Studios , Makhija Films","Action, Adventure, Crime"
Kadak Singh,2023,Aniruddha Roy Chowdhury,"WIZ Films, KVN Productions, HT Content Studio, First Step Films, Opus Communications, ZEE5","Drama, Thriller"
Mast Mein Rehne Ka,2023,Vijay Maurya,"Amazon MGM Studios, Made in Maurya, Amazon Prime Video","Comedy, Drama"
Kaisi Ye Dor,2023,"Ratna Neelam Pandey, Sandeep S. Choudhary",Ojas Entertainments,"Drama, Family"
Dunki,2023,Rajkumar Hirani,"Jio Studios , Red Chillies Entertainment , Rajkumar Hirani Films","Action, Adventure, Comedy"
Dry Day,2023,Saurabh Shukla,"Amazon MGM Studios , Emmay Entertainment , Amazon Prime Video",Comedy
Kho Gaye Hum Kahan,2023,Arjun Varain Singh,"Reliance Entertainment , Excel Entertainment , Tiger Baby Films , Netflix","Drama, Comedy, Romance"
Safed,2023,Sandeep Singh,"Legend Studios, Anand Pandit Motion Pictures, ZEE5",Drama

Tauba Tera Jalwa,2024,Akashaditya Lama,"Shreeram Productions, Victorious Enterprises","Romance, Thriller"
Merry Christmas,2024,Sriram Raghavan,"Tips Industries , Matchbox Pictures","Drama,Mystery,Thriller"
Main Atal Hoon,2024,Ravi Jadhav,"Bhanushali Studios, Legend Studios","Biography, Drama"
Fighter,2024,Siddharth Anand,"Viacom18 Studios , Marflix Pictures","Action, Drama, Thriller"
Teri Baaton Mein Aisa Uljha Jiya,2024,Amit Joshi Aradhana Sah,"Jio Studios , Maddock Films","Artificial Intelligence, Drama, Romance, Comedy"
Bhakshak,2024,Pulkit,"Red Chillies Entertainment, Netflix","Crime, Drama"
Lantrani,2024,"Gurvinder Singh,Kaushik Ganguly, Bhaskar Hazarika","Neeljai Films, Tyche Films Media Solutions, ZEE5","Comedy, Drama"
Mirg,2024,Tarun Sharma,"Studio RA, NaMA Productions, OneShot Films","Action, Comedy, Drama"
Dashmi,2024,Shantanu Anant Tambe,3S Movies,"Drama, Thriller"
Kuch Khattaa Ho Jaay,2024,G. Ashok,Mach Films,Comedy
Crakk,2024,Aditya Datt,Action Hero Films,"Action, Sport, Thriller"
Article 370,2024,Aditya Suhas Jambhale,"Jio Studios, B62 Studios","Action, Drama, Thriller"
All India Rank,2024,Varun Grover,"Karmic Films, Matchbox Shots, Clocktower Pictures & Co.","Comedy, Drama"
Chote Nawab,2024,Kumud Chaudhary,Yoodlee Films,Drama
Laapataa Ladies,2024,Kiran Rao,"Jio Studios, Aamir Khan Productions, Kindling Pictures","Drama, Comedy"
Dange,2024,Bejoy Nambiar,"T-Series Films, Roox Media, Getaway Pictures","Action, Drama"
Operation Valentine,2024,Shakti Pratap Singh Hada,"Sony Pictures India, Renaissance Pictures, God Bless Entertainment","Action, Drama, Thriller"
Kaagaz 2,2024,V. K. Prakash,"Satish Kaushik Entertainment, Venus Worldwide Entertainment",Drama
Fairy Folk,2024,Karan Gour,"Empatheia Films, Bala Wala Cinema, Awe Studios and Timbuktu Triforce Cinema & Entertainment","Comedy, Drama, Fantasy"
Shaitaan,2024,Vikas Bahl,"Jio Studios , Devgn Films , Panorama Studios , Good Co.","Drama, Horror, Thriller"
Tera Kya Hoga Lovely,2024,Balwinder Singh Janjua,"Sony Pictures India, Movie Tunnel Productions","Comedy, Romance"
Alpha Beta Gamma,2024,Shankar Srikumar,"Choti Film Productions, Knownsense Entertainment","Comedy, Drama"
Yodha,2024,"Sagar Ambre,Pushkar Ojha","Amazon MGM Studios , Dharma Productions , Mentor Disciple Entertainment","Action, Drama, Thriller"
Bastar: The Naxal Story,2024,Sudipto Sen,Sunshine Pictures,"Action, Crime, Drama"
Murder Mubarak,2024,Homi Adajania,"Maddock Films, Netflix","Comedy, Mystery, Romance"
Ae Watan Mere Watan,2024,Kannan Iyer,"Dharmatic Entertainment , Amazon Prime Video","Biography, Drama, History"
Madgaon Express,2024,Kunal Khemu,Excel Entertainment,"Comedy, Drama"
Swatantrya Veer Savarkar,2024,Randeep Hooda,"Zee Studios, Randeep Hooda Films, Anand Pandit Motion Pictures, Legend Studios, Avak Films","Biography, Drama"
Crew,2024,Rajesh A Krishnan,"Balaji Motion Pictures , Anil Kapoor Films & Communication Network","Comedy, Drama"
Woh Bhi Din The,2024,Sajid Ali,"Rising Sun Films, Kino Works, ZEE5",Drama
Patna Shuklla,2024,Vivek Budakoti,"Arbaaz Khan Production, Disney+ Hotstar","Legal Drama, Drama"
Bengal 1947,2024,Akashaditya Lama,"COMFED Productions, Think Tank Global",Drama
Dukaan,2024,Siddharth–Garima,"Waveband Productions, Kalamkaar Picture Productions",Drama
Bade Miyan Chote Miyan,2024,Ali Abbas Zafar,"Pooja Entertainment , AAZ Films","Action, Adventure, Sci-Fi"
Maidaan,2024,Amit Sharma,"Zee Studios, Bayview Projects, Fresh Lime Films","Biography, Drama, History"
Amar Singh Chamkila,2024,Imtiaz Ali,"Window Seat Films, Select Media Holdings, Saregama , Netflix","Biography, Drama, Music"
Ameena,2024,Kumar Raj,Kumar Raj Productions,"Action, Drama, Thriller"
Gauraiya Live,2024,Gabriel Vats,"Rare Films, Tea and Poetry Films",Drama
Silence 2: The Night Owl Bar Shootout,2024,Aban Bharucha Deohans,"Zee Studios , Candid Creations, ZEE5","Crime, Drama, Thriller"
Love Sex Aur Dhokha 2,2024,Dibakar Banerjee,"Balaji Telefilms , Cult Movies, DBP","Comedy, Crime, Drama, Romance"
Do Aur Do Pyaar,2024,Shirsha Guha Thakurta,"Applause Entertainment, Ellipsis Entertainment",Drama
Kaam Chalu Hai,2024,Palash Muchhal,"Baseline Studios, Pal Music & Films, ZEE5",Drama
Appu,2024,Prosenjit Ganguly,Appu Series,"Animation, Action, Adventure"
Luv You Shankar,2024,Rajiv S. Ruia,SD World Film Production,Animation
The Legacy of Jineshwar,2024,Pradeep P. Jadhav,"Mahaveer Talkies, Shri Khartargachha Sahastrabdi Mahotsava Samiti presentation",History
Ruslaan,2024,Karan Butani,Sri Sathya Sai Arts,"Action, Thriller"
Main Ladega,2024,Gaurav Rana,Kathakaar Films,Drama
Srikanth,2024,Tushar Hiranandani,"T-Series Films, Chalk N Cheese Films","Biography, Drama"
Tipppsy,2024,Deepak Tijori,"Raju Chaddha Wave Cinemas, Alliance Productions India, Black Canvas	","Adventure, Thriller"
Kartam Bhugtam,2024,Soham P. Shah,Gandhar Films & Studio,Thriller
Bhaiyya Ji,2024,Apoorva Singh Karki,"Bhanushali Studios, SSO Productions, Aurega Studios","Action,Drama"
Mr. & Mrs. Mahi,2024,Sharan Sharma,"Zee Studios , Dharma Productions","Drama,Sport"
Savi,2024,Abhinay Deo,"T-Series Films, Vishesh Entertainment, HWY 61","Action, Crime, Drama, Romance, Thriller"
Chhota Bheem and the Curse of Damyaan,2024,Rajiv Chilaka,Green Gold Animation,"Action, Adventure, Comedy"
Dedh Bigha Zameen,2024,Pulkit,"Karma Media and Entertainment, JioCinema","Drama, Family"
House of Lies,2024,Saumitra Singh,"Sebhariya Pictures, Kaali Movies PVT. LTD, ZEE5",Mystery
Malhar,2024,Vishal Kumbhar,V Motion Pictures,Mystery
Bajrang Aur Ali,2024,Jaiveer,UtterUp Films,Drama
Blackout,2024,Devang Shashin Bhavsar,"Jio Studios, 11:11 Productions","Comedy, Thriller"
Munjya,2024,Aditya Sarpotdar,Maddock Films,"Comedy, Horror"
Phooli,2024,Avinash Dhyani,"Padma Siddhi Films, Dream Sky Creations",Drama
Chandu Champion,2024,Kabir Khan,"Nadiadwala Grandson Entertainment , Kabir Khan Films","Action, Biography, Drama"
Manihar,2024,Sanjeev Kumar Rajput,Jai Shree Movie Production,Drama
Luv Ki Arrange Marriage,2024,Ishrat R. Khan,"Bhanushali Studios Limited, Thinkink Picturez, ZEE5","Comedy, Family"
Ishq Vishk Rebound,2024,Nipun Dharmadhikari,Tips Industries,"Comedy, Drama"
Maharaj,2024,Siddharth P. Malhotra,"YRF Entertainment, Netflix","Biography, Crime, Drama"
Hamare Baarah,2024,Kamal Chandra,"Radhika G Film, Newtech Media Entertainment",Drama
Pushtaini,2024,Vinod Rawat,Lotus Dust Pictures,Drama
Jahangir National University,2024,Vinay Sharma,Mahakaal Movies,Drama
Rautu Ka Raaz,2024,Anand Surapur,"Zee Studios , Phat Phish Records, ZEE5","Crime, Drama, Mystery"
Sharmajee Ki Beti,2024,Tahira Kashyap Khurana,"Applause Entertainment, Ellipsis Entertainment, Amazon Prime Video","Comedy, Drama"
Kooki,2024,Pranab J Deka,"Niri Media Opc Private Limited, Jai Viratra Entertainment Limited",Drama
Kill,2024,Nikhil Nagesh Bhat,"Lionsgate, Roadside AttrActions, Dharma Productions, Sikhya Entertainment","Action, Crime, Drama, Thriller"
Wild Wild Punjab,2024,Simarpreet Singh,"T-Series Films , Luv Films , Netflix","Comedy, Romance"
Sarfira,2024,Sudha Kongara,"Cape of Good Films , 2D Entertainment , Abundantia Entertainment",Drama
Kakuda,2024,Aditya Sarpotdar,"RSVP Movies, ZEE5","Comedy, Horror"
Bad Newz,2024,Anand Tiwari,"Amazon MGM Studios , Dharma Productions , Leo Media Collective","Comedy, Romance"
Accident or Conspiracy: Godhra,2024,M.K Shivaaksh,"Om Trinetra Films, Artverse Studios","Crime, Drama, History"
Bloody Ishq,2024,Vikram Bhatt,"Hare Krishna Media Tech, Houseful Motion Pictures, Disney+ Hotstar",Horror
Pride,2024,Pankaj Kr Virat,Omaks Productions,"Drama, Mystery, Thriller"
Auron Mein Kahan Dum Tha,2024,Neeraj Pandey,"Friday Filmworks, Panorama Studios, NH Studioz","Action, Crime, Drama"
Ulajh,2024,Sudhanshu Saria,Junglee Pictures,Thriller
Aliya Basu Gayab Hai,2024,Preeti Singh,"Rehab Pictures, Cinepolis India",Drama
Phir Aayi Hasseen Dillruba,2024,Jayprad Desai,"T-Series Films, Colour Yellow Productions","Crime, Drama, Mystery, Romance, Thriller"
Ghudchadi,2024,Binoy Gandhi,"T-Series Films, Keep Dreaming Pictures","Comedy, Drama, Romance"
Ghuspaithiya,2024,Susi Ganeshan,"Suraj Production, 4V Entertainment, JDS Enterprises",Drama
Khel Khel Mein,2024,Mudassar Aziz,"T-Series Films , Wakaoo Films, White World Production",Comedy
Vedaa,2024,Nikkhil Advani,"Zee Studios, Emmay Entertainment, JA Entertainment","Action, Drama, Thriller"
Stree 2,2024,Amar Kaushik,"Maddock Films, Jio Studios","Comedy, Horror"
Tikdam,2024,Vivek Anchalia,"Jio Studios , JioCinema",Drama
A Wedding Story,2024,Abhinav Pareek,"Boundless Blackbuck Films Productions,1 Film Studio",Horror
Pad Gaye Pange,2024,Santosh Kumar,"Prachi Films & Utter Action, Bright Outdoor Media",Drama
Visfot,2024,Kookie Gulati,"White Feather Films, JioCinema","Crime, Thriller"
The Buckingham Murders,2024,Hansal Mehta,"Balaji Motion Pictures , Mahana Films","Crime, Drama, Thriller"
Sector 36,2024,Aditya Nimbalkar,"Jio Studios, Maddock Films, Netflix","Crime, Drama, Thriller"
Berlin,2024,Atul Sabharwal,"Zee Studios, Yippee Ki Yay Motion Pictures, ZEE5","Drama, Thriller"
Adbhut,2024,Sabbir Khan,"Sony Pictures India , Sabbir Khan Films, Sony Max","Drama, Thriller"
Kahan Shuru Kahan Khatam,2024,Saurabh Dasgupta,"Bhanushali Studios, Kathputli Creations","Romance, Comedy"
Yudhra,2024,Ravi Udyawar,Excel Entertainment,"Action, Drama, Thriller"
Nasha Jurm Aur Gangsters,2024,Rajkumar Patra,Patras Glam Entertainment,"Action,Crime, Drama, Thriller"
Jo Tera Hai Woh Mera Hai,2024,Raj Trivedi,"Jio Studios, JAR Pictures, JioCinema",Comedy
"Love, Sitara",2024,Vandana Kataria,"RSVP Movies , ZEE5",Drama
Binny And Family,2024,Ssanjay Tripaathy,"Balaji Motion Pictures, Mahaveer Jain Films, Wave Band Productions	",Drama
CTRL,2024,Vikramaditya Motwane,"Saffron Magicworks, Andolan Films, Travelin' Bone Entertainment, Netflix","Drama, Thriller"
Amar Prem Ki Prem Kahani,2024,Hardik Gajjar,"Jio Studios, Hardik Gajjar Films, Backbenchers Pictures, JioCinema","Comedy, Romance"
The Signature,2024,Gajendra Ahire,"Anupam Kher Studio, ZEE5",Drama
Jigra,2024,Vasan Bala,"Viacom18 Studios , Dharma Productions , Eternal Sunshine Productions",Action
Vicky Vidya Ka Woh Wala Video,2024,Raaj Shaandilyaa,"T-Series Films, Balaji Motion Pictures, Wakaoo Films, Kathavachak Films, Thinkink Picturez",Comedy
Aayushmati Geeta Matric Pass,2024,Prradip Khairwar,"Good Idea Films, Spunk Productions",Drama
Do Patti,2024,Shashanka Chaturvedi,"Kathha Pictures, Blue Butterfly Films, Netflix","Drama, Mystery, Thriller"
Bandaa Singh Chaudhary,2024,Abhishek Saxena,"Arbaaz Khan Production, Seamless Productions LLP, 8 Aks Movies & Entertainment, Cinekorn Entertainment","Action, Drama, Comedy"
The Miranda Brothers,2024,Sanjay Gupta,"White Feather Films, JioCinema","Drama, Sport, Thriller"
Navras Katha Collage,2024,Praveen Hingonia,Swardhrupad Productions,Drama
Bhool Bhulaiyaa 3,2024,Anees Bazmee,"T-Series Films, Cine1 Studios","Comedy, Horror"
Singham Again,2024,Rohit Shetty,"Jio Studios, Reliance Entertainment, Cinergy, Devgn Films, Rohit Shetty Picturez","Action, Drama"
Vijay 69,2024,Akshay Roy,"YRF Entertainment , Netflix","Drama, Sport"
Ella,2024,Roshan Fernandes,Prashu Land Films,Fantasy
Khwaabon Ka Jhamela,2024,Danish Aslam,"Jio Studios, Baweja Studios, JioCinema","Drama, Romance"
The Sabarmati Report,2024,Dheeraj Sarna,"Balaji Motion Pictures , Vikir Films","Drama, Thriller"
Naam,2024,Anees Bazmee,"Snigdha Movies Pvt Ltd, Roongta Entertainment","Action, Drama, Mystery, Romance, Thriller"
I Want to Talk,2024,Shoojit Sircar,"Rising Sun Films, Kino Works",Drama
Sikandar Ka Muqaddar,2024,Neeraj Pandey,"Friday Storytellers , Netflix","Drama,Mystery, Thriller, Crime, Action"
Agni,2024,Rahul Dholakia,"Amazon MGM Studios, Excel Entertainment","Action, Drama"
Zero Se Restart,2024,Vidhu Vinod Chopra,Vinod Chopra Films,"Documentary, Drama"
Despatch,2024,Kanu Behl,"RSVP Movies, ZEE5",Drama
Vanvaas,2024,Anil Sharma,"Zee Studios , Anil Sharma Productions","Action,Drama"
OutHouse,2024,Sunil Sukthankar,Dr. Mohan Agashe Studios,"Drama, Family"
Baby John,2024,Kalees,"Jio Studios , Cine1 Studios, A for Apple Productions","Action, Drama, Thriller"
Kisko Tha Pata,2024,Ratnaa Sinha,Zee Music Company,"Drama,Romance"

The Rabbit House,2025,Vaibhav Kulkarni,Geetai Productions,Mystery
Fateh,2025,Sonu Sood,"Zee Studios , Shakti Sagar Productions","Action, Crime"
Match Fixing,2025,Kedar Gaekwad,Artarena Creations,"Drama, Sport"
Emergency,2025,Kangana Ranaut,"Zee Studios , Manikarnika Films","Biography, Drama, History"
Azaad,2025,Abhishek Kapoor,"RSVP Movies, Guy In The Sky Pictures","Adventure, Drama"
Mission Grey House,2025,Naushad Siddiqui,"Reliance Entertainment, Rafat Films Entertainment","Action, Drama, Thriller"
Sangee,2025,Sumit Kulkarni,"Yantrana Films, Armoks Films",Comedy
Hisaab Barabar,2025,Ashwni Dhir,"Jio Studios , SP Cinecorp, ZEE5","Action, Drama, Thriller"
Sky Force,2025,"Sandeep Kewlani,Abhishek Anil Kapur","Jio Studios, Maddock Films, Leo Films","Action, Thriller"
Sweet Dreams,2025,Victor Mukherjee,"Jio Studios, Mango People Media, Disney+Hotstar",Romance
The Storyteller,2025,Anant Mahadevan,"Jio Studios , Purpose Entertainment, Quest Films, Disney+Hotstar",Drama
Deva,2025,Rosshan Andrrews,"Zee Studios , Roy Kapur Films","Action, Drama, Mystery, Thriller"
Loveyapa,2025,Advait Chandan,"Zee Studios, Phantom Studios, AGS Entertainment","Drama, Comedy"
Badass Ravi Kumar,2025,Keith Gomes,Himesh Reshammiya Melodies,"Action, Musical"
Mrs.,2025,Aarti Kadav,"Jio Studios, Baweja Studios, ZEE5","Comedy, Drama"
The Mehta Boys,2025,Boman Irani,"Irani Movietone, Chalkboard Entertainment, Amazon Prime Video",Drama
Bobby Aur Rishi Ki Love Story,2025,Kunal Kohli,"Jio Studios , The Production Headquarters, The Indian Scion Production, Disney+Hotstar",Romance
Chhaava,2025,Laxman Utekar,Maddock Films,"Action, Drama, History"
Dhoom Dhaam,2025,Rishab Seth,"Jio Studios, B62 Studios, Netflix","Action, Comedy, Romance"
Mere Husband Ki Biwi,2025,Mudassar Aziz,Pooja Entertainment,"Comedy, Romance"
Kaushaljis vs Kaushal,2025,Seemaa Desai,"Jio Studios, Merry Go Round Studios, Mumbai Talkeez, JioHotstar",Drama
Shaila,2025,Saki Shah,"Reliance Entertainment , Riyom Films",Romance
Crazxy,2025,Girish Kohli,"Jio Studios, B62 Studios, Netflix","Drama, Thriller"
Superboys of Malegaon,2025,Reema Kagti,"Amazon MGM Studios, Excel Entertainment, Tiger Baby Films","Comedy, Drama"
Dil Dosti Aur Dogs,2025,Viral Shah,"Jio Studios, The Creative Tribe, Jio Hotstar",Comedy
Nadaaniyan,2025,Shauna Gautam,"Dharmatic Entertainment, Netflix","Drama, Romance"
Riwa,2025,Manoj Sati,"Kashish Khan Production, ZEE5",Drama
The Diplomat,2025,Shivam Nair,"T-Series Films , JA Entertainment, Wakaoo Films, Fortune Pictures","Drama, Thriller"
My Melbourne,2025,"Kabir Khan,Rima Das,Onir,Imtiaz Ali","Screen Australia, VicScreen, Mind Blowing Entertainment, Mind Blowing World, Soundfirm Post Production, Anticlock Films, Flying River Films, Window Seat Films, Kabir Khan Films","Drama, Comedy"
Be Happy,2025,Remo D'Souza,"Remo D'Souza Entertainment, Amazon Prime Video","Drama,Musical"
Inn Galiyon Mein,2025,Avinash Das,Yadunath Films,Drama
Aachari Baa,2025,Hardik Gajjar,"Jio Studios, Hardik Gajjar Films, Backbencher Pictures",Drama
Baida,2025,Puneet Sharma,MNM Entertainment,"Adventure, Sci-Fi, Thriller"
Tumko Meri Kasam,2025,Vikram Bhatt,Indira Entertainment,"Drama, Legal Drama"
Pintu Ki Pappi,2025,Shiv Hare,"Mythri Movie Makers, V2S Production & Entertainment","Comedy, Drama, Romance"
Sikandar,2025,AR Murugadoss,"Nadiadwala Grandson Entertainment , Salman Khan Films","Action, Drama, Thriller"
Jaat,2025,Gopichand Malineni,"Mythri Movie Makers, People Media Factory","Action, Crime, Drama, Thriller"
Chhorii 2,2025,Vishal Furia,"T-Series Films , Abundantia Entertainment, Pshych Film, Tamarisk Lane, Amazon Prime Video",Horror
Kesari Chapter 2,2025,Karan Singh Tyagi,"Dharma Productions , Cape Of Good Films , Leo Media Collective","Drama, History"
Logout,2025,Amit Golani,"Viacom18 Studios, Posham Pa Pictures, ZEE5",Thriller
The Secret of Devkaali,2025,Niraj Chauhan,Chauhan Production,Thriller
Ground Zero,2025,Tejas Prabha Vijay Deoskar,"Excel Entertainment , Dreamzkrraft Entertainment, Talisman Films","Action, Drama, History"
Jewel Thief,2025,"Kookie Gulati,Robbie Garewal","Marflix Pictures, Netflix","Action, Crime, Thriller"
Phule,2025,Anant Mahadevan,"Zee Studios, Dancing Shiva Films, Kingsmen Productions",Biography
Oye Bhootni Ke,2025,Ajay Kailash Yadav,"Sahatyam Films, Vision Motion Films","Comedy, Horror"
Raid 2,2025,Raj Kumar Gupta,"T-Series Films, Panorama Studios","Crime, Drama, Thriller"
The Bhootnii,2025,Sidhaant Sachdev,"Soham Rockstar Entertainment, Three Dimension Motion Pictures","Action, Comedy, Drama"
Costao,2025,Sejal Shah,"Bhanushali Studios, Bombay Fables, ZEE5",Drama
The Networker,2025,Vikas Kumar Vishwakarma,"Gutargoo Entertainment, Navritu Films",Comedy
Romeo S3,2025,Guddu Dhanoa,"Pen Studios , Wild River Pictures",Action
Bhool Chuk Maaf,2025,Karan Sharma,"Amazon MGM Studios , Maddock Films","Comedy, Fantasy, Romance, Sci-Fi"
Kapkapiii,2025,Sangeeth Sivan,"Zee Studios, Bravo Entertainment","Comedy, Horror"
Pune Highway,2025,"Rahul da Cunha,Bugs Bhargava Krishna","Drop D Films, Ten Years Younger Productions","Drama, Thriller"
Kesari Veer,2025,Prince Dhiman,Chauhan Studios,"Action, Drama, History"
Chidiya,2025,Mehran Amrohi,"Smiley Films, Key Media Works",Drama
Interrogation,2025,Ajoy Varma Raja,"Aryan Brothers Entertainment Film, Naam Mein Kya Rakha Hai Production, ZEE5",Thriller
Stolen,2025,Karan Tejpal,"Jungle Book Studio, Amazon Prime Video","Drama, Thriller"
Housefull 5,2025,Tarun Mansukhani,Nadiadwala Grandson Entertainment,"Comedy, Drama"
Sitaare Zameen Par,2025,R. S. Prasanna,Aamir Khan Productions,"Drama, Comedy, Sport"
Detective Sherdil,2025,Ravi Chhabriya,"AAZ Films, Offside Entertainment, Maurya Entertainment, ZEE5",Mystery
Maa,2025,Vishal Furia,"Jio Studios , Devgn Films , Panorama Studios",Horror
Well Done C.A Sahab!,2025,Sarvesh Kumar Singh,Figures and Frames,Drama
Metro... In Dino,2025,Anurag Basu,"T-Series Films, Anurag Basu Productions","Drama, Romance"
Kaalidhar Laapata,2025,Madhumita,"Zee Studios, Emmay Entertainment, ZEE5","Comedy, Drama"
Akshardham: Operation Vajra Shakti,2025,Ken Ghosh,"Zee Studios, Contiloe Pictures","Action, Drama"
Maalik,2025,Pulkit,"Tips Industries , Northern Lights Films","Action, Crime, Drama, Thriller"
Aankhon Ki Gustaakhiyan,2025,Santosh Singh,"Zee Studios, Mini Films",Romance
Aap Jaisa Koi,2025,Vivek Soni,"Dharmatic Entertainment, Netflix","Drama, Romance"
Saiyaara,2025,Mohit Suri,Yash Raj Films,"Drama, Musical, Romance"
Tanvi the Great,2025,Anupam Kher,"Excel Entertainment, NFDC, Anupam Kher Studio",Drama
Nikita Roy,2025,Kussh Sinha,"Nicky Vicky Bhagnani Films, Kratos Entertainment, Nikita Pai Films","Horror, Mystery"
